"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"20","17211739","Cfc1","12627","cripto, FRL-1, cryptic family 1",0.146552276069135,2.45958725046484,1.32005374459741,0.205110457750025,0.625511199990021,-5.08618725105216
"21","17211774","Plekhb2","226971","pleckstrin homology domain containing, family B (evectins) member 2",0.121856499001167,2.91547372993218,0.637316207045597,0.532795911672557,0.848605328237996,-5.69955720491794
"22","17211790","Hs6st1","50785","heparan sulfate 6-O-sulfotransferase 1",-0.0480110123615631,7.17307021759911,-0.330349545222618,0.745356564354522,0.941069823966332,-5.84309760490571
"23","17211832","Cnnm3","94218","cyclin M3",0.315825300713199,2.68182305522963,2.62175643424716,0.0183337081234951,0.284184334716324,-3.12002204071621
"24","17211850","Cox5b","12859","cytochrome c oxidase subunit 5B",-0.110739715200434,2.25580378651465,-0.954636832316053,0.353747530200769,0.751915197932679,-5.46165950571599
"25","17211867","Zap70","22637","zeta-chain (TCR) associated protein kinase",0.10771043346876,3.26393621589914,0.812050410056519,0.42849836694367,0.793431394539099,-5.57933422426219
"26","17211939","Inpp4a","269180","inositol polyphosphate-4-phosphatase, type I",-0.000686763920368261,4.00406727712261,-0.00362162381773547,0.997154455719738,0.999560249485247,-5.89653180049321
"27","17212018","Eif5b","226982","eukaryotic translation initiation factor 5B",-0.444172034745384,4.94883581206781,-3.4991334356493,0.00291048342584371,0.191764592881331,-1.52108929626734
"28","17212080","Pdcl3","68833","phosducin-like 3",0.0326055480965213,4.64727059165903,0.290434432174388,0.775157571515362,0.948592953972545,-5.85519787475181
"29","17212087","Npas2","18143","neuronal PAS domain protein 2",0.256725134405001,2.20934448302305,1.28398113567643,0.217154022786323,0.63788661461773,-5.12766983595308
"30","17212114","Rpl31","114641","ribosomal protein L31",0.152246148146035,3.20953574126525,1.03636538503129,0.315208202991316,0.725336026165152,-5.38663140012845
"31","17212123","Cnot11","52846","CCR4-NOT transcription complex, subunit 11",-0.369391205195449,3.98153420964769,-2.27934359848276,0.036475362782437,0.35251341749521,-3.70565920044029
"32","17212135","D930019O06Rik","425051","RIKEN cDNA D930019O06",0.0118759184328785,2.0760583432011,0.109667562082328,0.914015912473063,0.983897378610708,-5.89062984354398
"33","17212138","Map4k4","26921","mitogen-activated protein kinase kinase kinase kinase 4",-0.0777668636662754,3.16693458565819,-0.691015098189931,0.499308938395637,0.831556535136079,-5.6654979873207
"34","17212174","Il1r2","16178","interleukin 1 receptor, type II",0.0606753058625553,1.73436737323321,0.440844071410934,0.665134375099223,0.912917582150826,-5.80163515614528
"35","17212185","Il1r1","16177","interleukin 1 receptor, type I",-0.837217598237806,7.43462959084576,-1.34115809864948,0.198314340757221,0.621599934603904,-5.06149660211943
"36","17212318","Mrps9","69527","mitochondrial ribosomal protein S9",0.287399459086629,4.88351358343809,2.62700564586202,0.0181379337632853,0.283718958683661,-3.11080147197721
"37","17212346","AI597479","98404","expressed sequence AI597479",-0.156132324819015,3.23401886263623,-1.03393571990792,0.316308758841542,0.725672863821055,-5.38893930669825
"38","17212373","Tpp2","22019","tripeptidyl peptidase II",-0.561832885452094,5.82347407095888,-3.27380917005805,0.00469613447274025,0.216419550970668,-1.93886340704627
"39","17212406","Bivm","246229","basic, immunoglobulin-like variable motif containing",0.32938099292571,3.39293199419482,1.60916802761035,0.126831710481186,0.528475091178457,-4.7224519413519
"40","17212423","Ercc5","22592","excision repair cross-complementing rodent repair deficiency, complementation group 5",0.141685793394147,3.53109796125235,1.00385616882119,0.330162485731173,0.736755204003337,-5.41712102945696
"41","17212461","Col3a1","12825","collagen, type III, alpha 1",0.0586501313976155,3.73385039276475,0.360974965328358,0.72276800127114,0.932526767894437,-5.8327741332324
"42","17212518","Wdr75","73674","WD repeat domain 75",-0.388737954229689,3.98827665149934,-2.52852754551213,0.0221657689337845,0.302112545462006,-3.28268349106935
"43","17212548","Dnah7b","227058","dynein, axonemal, heavy chain 7B",-0.046961664537774,1.74076114744067,-0.363760504703155,0.720726143384912,0.931780389516402,-5.83179052973554
"44","17212719","Cavin2","20324","caveolae associated 2",-0.303863925074279,3.7833837743843,-1.43728678215969,0.169612671971636,0.585312291143643,-4.94520483301377
"45","17212750","Stat1","20846","signal transducer and activator of transcription 1",-0.500131252127284,5.77748462038675,-3.11711888444887,0.00654025242490484,0.221100160699447,-2.22762288234432
"46","17212792","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",0.374036961659826,5.90816075696045,3.20636163262217,0.00541685863294589,0.220598780298764,-2.06339987991326
"47","17212821","Ormdl1","227102","ORM1-like 1 (S. cerevisiae)",0.23260262824989,4.48101848125074,1.77357587347039,0.0948717412944928,0.483287068206707,-4.4931029213853
"48","17212874","Coq10b","67876","coenzyme Q10B",-0.124720499937584,5.24722737408848,-0.441334629549172,0.664786541189377,0.912701984891982,-5.80142517529449
"49","17212882","Hspe1","15528","heat shock protein 1 (chaperonin 10)",-0.0357501275894787,5.44888554013998,-0.106627032764716,0.916390110851508,0.984430953085374,-5.89095280112257
"50","17212888","Mob4","19070","MOB family member 4, phocein",-0.0139541526862166,4.60844222020225,-0.0868445257101437,0.931856198682494,0.987573056130696,-5.89283260876056
"51","17212904","Mars2","212679","methionine-tRNA synthetase 2 (mitochondrial)",-0.196757847579177,1.98165767622678,-1.97446285870991,0.0655741578702562,0.421722166176044,-4.19374676980198
"52","17212931","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",0.377386112327452,4.6006844970885,1.99121321796265,0.063543402641731,0.418353336193305,-4.16792340967976
"53","17212947","Spats2l","67198","spermatogenesis associated, serine-rich 2-like",-0.159679212911163,2.45349898467797,-1.38381107993322,0.18512999041999,0.605501354847767,-5.0106629024985
"54","17212970","Sgo2a","68549","shugoshin 2A",-0.153749570327562,1.65298838749913,-1.19412300073427,0.249569861073057,0.667472929955494,-5.22695458552667
"55","17212982","Aox1","11761","aldehyde oxidase 1",-0.406763490000108,6.83753828982014,-0.909956670985071,0.376144924261463,0.762702423899959,-5.50036981666012
"56","17213021","Aox3","71724","aldehyde oxidase 3",0.467462043471432,9.21670969437279,1.95551283063957,0.0679419782002305,0.426443574015276,-4.22280886173695
"57","17213139","Bzw1","66882","basic leucine zipper and W2 domains 1",-0.142243472960798,7.77669658071187,-0.88926730409148,0.386834346350205,0.768282635167935,-5.51773221884399
"58","17213166","Gm15834","100504455","predicted gene 15834",-0.0581006582136621,1.97534690892394,-0.5409869587228,0.59585527757516,0.877895551095042,-5.75407936171079
"59","17213179","Ndufb3","66495","NADH:ubiquinone oxidoreductase subunit B3",0.416971579184216,4.45888812536169,3.61108057114412,0.00229376323980884,0.179633144701892,-1.31303915926975
"60","17213189","Gm20257","100504501","caspase 8 pseudogene",0.0183702453417465,1.82094307360618,0.107324059138474,0.915845764584627,0.984351248570298,-5.89087956562611
"61","17213192","Cflar","12633","CASP8 and FADD-like apoptosis regulator",-0.156699425514035,4.90299587116663,-1.33066204317431,0.201671492514686,0.623314001869297,-5.0738148159845
"62","17213213","Casp8","12370","caspase 8",-0.164747343368184,7.64079640623488,-0.468794136691478,0.645444080416085,0.903576465889185,-5.78930894319825
"63","17213226","Stradb","227154","STE20-related kinase adaptor beta",-0.0815280800218394,3.98018412084185,-0.441822629656599,0.664440599437975,0.912701984891982,-5.80121606359118
"64","17213295","Nop58","55989","NOP58 ribonucleoprotein",-0.549936410036343,5.9511248377457,-1.33456918237418,0.200416536055912,0.622605808725589,-5.06923827108467
"65","17213313","Snord70","100217459","small nucleolar RNA, C/D box 70",0.233383612790802,6.58122063892109,0.915967125193196,0.373077276274516,0.761693237655094,-5.49525880872723
"66","17213319","Snord11","100217421","small nucleolar RNA, C/D box 11",0.157374941140807,7.47402186308511,0.916946450403055,0.372579053496814,0.761691283434539,-5.49442318521462
"67","17213336","Bmpr2","12168","bone morphogenetic protein receptor, type II (serine/threonine kinase)",0.258149194691534,4.39809569090788,1.32564927273916,0.203290744766214,0.623977571623845,-5.07967093612265
"68","17213338","Fam117b","72750","family with sequence similarity 117, member B",0.10889476800932,4.1042525016856,0.896783117621465,0.382927942253008,0.766751772071448,-5.51146646312693
"69","17213369","Nbeal1","269198","neurobeachin like 1",0.398769620780403,4.7293842106232,3.52899799524185,0.00273137858102682,0.191030044767993,-1.46559922553294
"70","17213428","Cyp20a1","77951","cytochrome P450, family 20, subfamily a, polypeptide 1",-0.320043316545882,3.98370346100215,-2.54625615321512,0.0213827681050377,0.297882745652106,-3.25191746598272
"71","17213473","2310016D23Rik","76443","RIKEN cDNA 2310016D23 gene",0.290299099164978,1.50798898928119,2.40703227916998,0.0283100757021439,0.327027153666731,-3.49123701462633
"72","17213515","Pard3b","72823","par-3 family cell polarity regulator beta",0.177596145722938,2.49240244436079,1.50239856286472,0.152176731920035,0.560651468769894,-4.86298824291001
"73","17213548","Nrp2","18187","neuropilin 2",-0.529962256065669,3.69512103734634,-3.65757903460242,0.00207771518495672,0.175318192578531,-1.22661409532219
"74","17213593","Snora41","100217464","small nucleolar RNA, H/ACA box 41",-0.0099197918372238,2.5987655984029,-0.0755423741622979,0.940705366115831,0.990003436470017,-5.89373419712856
"75","17213608","Adam23","23792","a disintegrin and metallopeptidase domain 23",0.204915973044141,4.31212027134725,0.821927073665222,0.423014458213087,0.790433034476047,-5.57173898742257
"76","17213645","Fastkd2","75619","FAST kinase domains 2",0.0128967617599383,3.11330147825132,0.106461604147631,0.916519309477555,0.984430953085374,-5.89097011249448
"77","17213676","Creb1","12912","cAMP responsive element binding protein 1",-0.139319090406388,4.42311205182642,-1.02202299187071,0.321744742461305,0.731110469215126,-5.40018699576374
"78","17213687","Ccnyl1","227210","cyclin Y-like 1",-0.0743310652905098,2.43928728203928,-0.522990137052062,0.608038980895481,0.884149240472456,-5.76331685128889
"79","17213702","Pikfyve","18711","phosphoinositide kinase, FYVE type zinc finger containing",-0.183104509101104,3.87422876929963,-1.60826273507071,0.127030545959104,0.528749496757633,-4.72367237236676
"80","17213770","Map2","17756","microtubule-associated protein 2",-0.0829645314859526,2.11320546184942,-0.708306556470835,0.488791303967218,0.827827789316854,-5.65398000944796
"81","17213880","Rpe","66646","ribulose-5-phosphate-3-epimerase",-0.0164556315419064,5.59042013975221,-0.144570953680686,0.886827447328583,0.977562824969102,-5.88627349200329
"82","17213990","Atic","108147","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",-0.380122472046053,4.61584616206361,-2.25159266798916,0.0385192736001301,0.359223247730471,-3.75154819920496
"83","17214018","Gm8883","667931","predicted gene 8883",-0.577797183728181,7.91769273073728,-2.43944095066457,0.0265298737833655,0.319615798923031,-3.4360126334764
"84","17214027","D230017M19Rik","320933","RIKEN cDNA D230017M19 gene",0.0453441571576323,1.78614612072134,0.43907464311253,0.666389656639241,0.913328934518203,-5.80239065950975
"85","17214045","Tmem169","271711","transmembrane protein 169",-0.0768194080532307,1.93930005667388,-0.588501068838287,0.56428683343303,0.863399928258787,-5.72825062177902
"86","17214053","Xrcc5","22596","X-ray repair complementing defective repair in Chinese hamster cells 5",-0.0801671688221912,5.09030871288481,-0.528628576194822,0.604208729467489,0.882666300472989,-5.76045511417866
"87","17214075","Smarcal1","54380","SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1",-0.165748551768378,2.8340599949173,-1.31824500541463,0.205701438485409,0.626266676009453,-5.08828897282394
"88","17214100","Rpl37a","19981","ribosomal protein L37a",-0.310222200925339,1.89981543513378,-2.09811506252535,0.0518703112464528,0.389263567768056,-4.00025458407901
"89","17214106","Igfbp2","16008","insulin-like growth factor binding protein 2",-0.675875849977729,7.9431733966969,-2.14922322763197,0.0470128836250203,0.378691033134925,-3.91843142239558
"90","17214142","Cxcr2","12765","chemokine (C-X-C motif) receptor 2",-0.249081593514312,2.07479233472929,-1.56268349315625,0.137389547123914,0.545828832279357,-4.78448874478454
"91","17214162","Gpbar1","227289","G protein-coupled bile acid receptor 1",0.271192943702674,2.49199668115351,2.29304966368812,0.0355035679538788,0.352001594121975,-3.68289737158975
"92","17214166","Pnkd","56695","paroxysmal nonkinesiogenic dyskinesia",0.178054292181419,6.37512324265278,0.915016483861318,0.373561338090879,0.761766069855137,-5.49606919353275
"93","17214197","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",-0.219337918803427,3.90773748127691,-2.15080554505634,0.0468693927079262,0.378691033134925,-3.91588179116486
"94","17214220","Ctdsp1","227292","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1",0.0103546153021803,7.03226025854022,0.0849947939914675,0.933303871491367,0.988058578212542,-5.89298874571386
"95","17214234","Vil1","22349","villin 1",0.0469808016992901,2.1812356500025,0.23827520818779,0.81464620579584,0.957941749642473,-5.86868791919077
"96","17214293","Bcs1l","66821","BCS1-like (yeast)",-0.15845619089368,3.70603665067325,-1.08180394588595,0.295132275847261,0.711520600487658,-5.34261066784767
"97","17214307","Stk36","269209","serine/threonine kinase 36",-0.0986316041523647,1.98432585978249,-0.864375286455018,0.399961380503818,0.777206633066099,-5.53814438287406
"98","17214368","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",-0.314267065897321,8.87653542111796,-2.02563874296152,0.0595472138347465,0.409793769411893,-4.11446164855306
"99","17214387","Wnt10a","22409","wingless-type MMTV integration site family, member 10A",-0.0790095317407595,2.19967038342957,-0.732494577831323,0.474300241084453,0.819752139836191,-5.63742200565686
"100","17214395","Gm16582","102634844","predicted gene 16582",0.0778750120899965,1.58034879848107,0.704808140030058,0.4909086449766,0.828433574509111,-5.65633184648651
"101","17214409","Retreg2","227298","reticulophagy regulator family member 2",0.083814691244477,7.01565367997713,0.548468952774799,0.590826089926785,0.875714771091383,-5.75015049344298
"102","17214421","Zfand2b","68818","zinc finger, AN1 type domain 2B",0.0417198163118266,5.5129317739575,0.326822774805759,0.74797374946419,0.941475997719303,-5.84422858010494
"103","17214433","Ankzf1","52231","ankyrin repeat and zinc finger domain containing 1",-0.149522474515133,2.44674775786509,-1.07679700948508,0.2972975079422,0.71262534728997,-5.34754086783725
"104","17214449","Stk16","20872","serine/threonine kinase 16",-0.063984475181611,5.22742952520006,-0.389009701807106,0.702318988994224,0.925271447820535,-5.82253626576383
"105","17214462","Dnajb2","56812","DnaJ heat shock protein family (Hsp40) member B2",-0.175774992349027,2.71219483870758,-1.51226974053432,0.149668168491104,0.557905044097061,-4.85028875807947
"106","17214543","Gmppa","69080","GDP-mannose pyrophosphorylase A",-0.231327164591548,5.25312704610733,-1.2534682989441,0.227770030707523,0.64872891122003,-5.16203890983706
"107","17214593","Stk11ip","71728","serine/threonine kinase 11 interacting protein",-0.128375034698225,2.22092412778448,-1.01641856865141,0.324325102417467,0.732528440559112,-5.40543933842135
"108","17214731","1700016L21Rik","72208","RIKEN cDNA 1700016L21 gene",-0.0707373035545535,1.99774815448679,-0.621252905718562,0.543050258895941,0.852670674987523,-5.70923902783587
"109","17214857","Ccl20","20297","chemokine (C-C motif) ligand 20",-0.0992979311951729,2.47219001736838,-0.909055466072973,0.376606351285883,0.762702423899959,-5.50113356194322
"110","17214883","Fbxo36","66153","F-box protein 36",-0.149014990055944,4.49352369738799,-1.24172852789255,0.231960804559115,0.65139141287066,-5.17508426566977
"111","17214892","A530040E14Rik","621875","RIKEN cDNA A530040E14 gene",0.0879247521649154,1.63251865589367,0.810494662743688,0.42936628919401,0.794156138802213,-5.58052294216685
"112","17214910","Gm2427","100039794","predicted gene 2427",-0.0613424009223542,1.97302144252864,-0.33909639312924,0.738879536537674,0.938986625947887,-5.84024101988437
"113","17214948","Sp100","20684","nuclear antigen Sp100",-0.145231017627857,2.95653890031221,-1.29459373310494,0.21355425778206,0.634361179040399,-5.11556068980847
"114","17214998","Itm2c","64294","integral membrane protein 2C",0.0472957561413523,4.6703615596529,0.376023729619108,0.711763028698459,0.928305715670505,-5.82737194627183
"115","17215029","2810459M11Rik","72792","RIKEN cDNA 2810459M11 gene",-0.124860466285125,6.00405492078495,-0.854259567172865,0.40537888142333,0.778530174260993,-5.54628969413624
"116","17215035","Psmd1","70247","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",-0.194741905626597,7.29099622988429,-1.85735503963366,0.081477987176166,0.458774414751519,-4.37066047750255
"117","17215115","Ptma","19231","prothymosin alpha",-0.279425016684295,8.80080346040519,-2.04859490210126,0.0570105494044955,0.402060272492446,-4.07852634560116
"118","17215123","Cops7b","26895","COP9 signalosome subunit 7B",-0.00181407612929441,3.76464057824855,-0.0141010390797791,0.988921043513214,0.998137107290623,-5.89644052603214
"119","17215166","Akp3","11648","alkaline phosphatase 3, intestine, not Mn requiring",0.0804816475329375,1.79309314418503,0.649024365235365,0.525389817922307,0.844343630749938,-5.69235285166544
"120","17215178","Prss56","69453","protease, serine 56",-0.127439091539113,2.23749942061788,-1.10597521318513,0.284842124210679,0.703997180753373,-5.31853561478767
"121","17215192","Chrnd","11447","cholinergic receptor, nicotinic, delta polypeptide",-0.0181453031626522,1.92627387610649,-0.163018726914915,0.872513731983261,0.976079478396752,-5.88348915951856
"122","17215208","Chrng","11449","cholinergic receptor, nicotinic, gamma polypeptide",0.180938851750952,2.09737671156707,1.56321110446923,0.137265668877506,0.545828832279357,-4.78379188240307
"123","17215222","Eif4e2","26987","eukaryotic translation initiation factor 4E member 2",-0.0486191491538515,4.91915693546343,-0.380824264309792,0.708266099946647,0.927017180462959,-5.82560309762961
"124","17215240","Efhd1","98363","EF hand domain containing 1",-0.145596118007085,1.98401475887385,-1.22791796406463,0.2369671837384,0.656595714453479,-5.19030283617824
"125","17215291","Snorc","73234","secondary ossification center associated regulator of chondrocyte maturation",0.0232414386603885,2.34170950524061,0.177553152121151,0.861268232121827,0.973007350300181,-5.88106109749438
"126","17215345","Atg16l1","77040","autophagy related 16-like 1 (S. cerevisiae)",-0.0323309648180619,4.97209749405544,-0.280509610110702,0.782626284477229,0.950468597965638,-5.8579678003571
"127","17215372","Scarna6","100217415","small Cajal body-specific RNA 6",0.292809737027397,6.79871997357062,2.59299485488477,0.0194427714305583,0.291568569813454,-3.17042946140938
"128","17215395","Dgkd","227333","diacylglycerol kinase, delta",-0.279771172806534,3.4064773141898,-1.7294067023314,0.102682391755761,0.493899334023475,-4.55618468149781
"129","17215539","Spp2","75396","secreted phosphoprotein 2",0.16162427191551,5.06815535747642,1.31303982881221,0.207409712787848,0.628241255668223,-5.09432456323166
"130","17215557","Platr5","78650","pluripotency associated transcript 5",0.0961996237378844,2.07909428350786,0.94854893463619,0.356743968661834,0.754014152849903,-5.46703100974378
"131","17215576","Agap1","347722","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",-0.115577818630903,3.3768317209337,-0.866023532985013,0.399083189875619,0.776268633293776,-5.536808965289
"132","17215612","Cops8","108679","COP9 signalosome subunit 8",-0.402064336294377,4.7775010672915,-3.92209082293317,0.00118421198905096,0.160648102364307,-0.735821363089689
"133","17215629","Mlph","171531","melanophilin",-0.109944320637207,2.20082986757108,-1.03130748574637,0.317502364126987,0.726061981510037,-5.39143054326165
"134","17215697","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",-0.112554738075047,2.68698626779867,-1.00539275466078,0.329444506524748,0.736181290037211,-5.41569897742525
"135","17215705","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",-0.12367423606733,3.64271763584168,-1.00291481849231,0.330602884702729,0.736755204003337,-5.41799127443172
"136","17215720","Scly","50880","selenocysteine lyase",-0.0309834414194547,6.93507306475658,-0.230101550358634,0.820884379155849,0.959843688135951,-5.87056259348063
"137","17215738","Espnl","227357","espin-like",0.073034385008623,2.85729160736779,0.682422793650572,0.504583847932601,0.835418497433801,-5.67112202772034
"138","17215773","Traf3ip1","74019","TRAF3 interacting protein 1",0.222323590254653,2.51787097823476,1.97425004594744,0.0656003308926098,0.421722166176044,-4.19407404563763
"139","17215813","Olfr1411","258483","olfactory receptor 1411",-0.0580380671903851,4.00626703223403,-0.346987431286173,0.733053569591737,0.936822032672122,-5.83760085704751
"140","17215817","Olfr12","257890","olfactory receptor 12",-0.0149053434875455,1.97651254625185,-0.114021823467199,0.910617353857161,0.983724329000508,-5.89015155818189
"141","17215820","Gpc1","14733","glypican 1",0.372146486873573,3.44369319602437,1.39340709801511,0.182263618890084,0.604116924354353,-4.99905670384126
"142","17215832","Mir149","387167","microRNA 149",-0.118299291030157,2.69925696703951,-0.576086124295472,0.572449880204051,0.866497661187428,-5.73520027510621
"143","17215834","Dusp28","67446","dual specificity phosphatase 28",0.133983476633403,3.23982061675972,0.910930729923382,0.375646624783928,0.762702423899959,-5.49954356763208
"144","17215839","Rnpepl1","108657","arginyl aminopeptidase (aminopeptidase B)-like 1",-0.00726805324579516,6.41392583612646,-0.0476352996757439,0.962587424713185,0.99325206159665,-5.89542315239713
"145","17215853","Capn10","23830","calpain 10",0.146144800771213,3.39495710061391,0.701064606263717,0.493180301230579,0.82902446259046,-5.65883638949241
"146","17215879","Aqp12","208760","aquaporin 12",-0.30143141871171,2.08138203875059,-2.69258947674714,0.0158546549113413,0.272547097951008,-2.99508064670492
"147","17215885","Agxt","11611","alanine-glyoxylate aminotransferase",-0.376444358008468,7.71033055245938,-2.23431664012338,0.0398449164508856,0.364066707796256,-3.77997984518242
"148","17215899","Crocc2","381284","ciliary rootlet coiled-coil, rootletin family member 2",-0.246429831511898,2.71170371761434,-1.3709857846431,0.189017801164945,0.609825771435244,-5.02607805325163
"149","17215932","Sned1","208777","sushi, nidogen and EGF-like domains 1",0.135032044009906,2.1458557929852,0.980195551174666,0.341358037584423,0.744134425591662,-5.43877729003645
"150","17215968","Ppp1r7","66385","protein phosphatase 1, regulatory subunit 7",0.0270384454650676,6.11190836588066,0.225291543131391,0.824561233391309,0.961266073019523,-5.87163542696246
"151","17215984","Ano7","404545","anoctamin 7",-0.162615594531079,1.9218657881287,-1.20201010853191,0.246583645228807,0.664160314259387,-5.21847600156785
"152","17216012","Sept2","18000","septin 2",-0.149032863032448,5.64488972128424,-1.11916317600159,0.279340901447992,0.699882672082928,-5.30520973984706
"153","17216031","Farp2","227377","FERM, RhoGEF and pleckstrin domain protein 2",0.106710330719283,4.35845640241806,0.676332741558036,0.508341995894468,0.837287557409334,-5.67506816938166
"154","17216087","Ing5","66262","inhibitor of growth family, member 5",-0.216136488056953,2.7224339006707,-1.98467841797448,0.0643288066668613,0.419590507067138,-4.17801276925584
"155","17216096","D2hgdh","98314","D-2-hydroxyglutarate dehydrogenase",0.0243293478730755,3.58017248643842,0.184927400074915,0.855574256506176,0.971976865640874,-5.87975026752538
"156","17216113","Gal3st2","381334","galactose-3-O-sulfotransferase 2",0.183397273223628,2.5203154973796,1.26195420525207,0.224777723362545,0.645872105834537,-5.15254743315171
"157","17216120","Gal3st2b","100041596","galactose-3-O-sulfotransferase 2B",0.0866456029055525,2.44662007827232,0.526202847611591,0.605855099598631,0.883974359076419,-5.76168989585324
"158","17216144","Neu4","241159","sialidase 4",0.0454047883303286,2.5636946922937,0.391594409293114,0.70044518991415,0.925271447820535,-5.82155457465194
"159","17216158","Fam174a","67698","family with sequence similarity 174, member A",0.202919538036199,3.65707567790996,1.40785258788713,0.178016706129355,0.597005114535225,-4.98146905062847
"160","17216169","Panct2","329217","pluripotency-associated noncoding transcript 2",0.0697332021127446,1.6621284145457,0.667724967968418,0.513681120744958,0.840148401414972,-5.68058890078802
"161","17216186","Gm7135","634346","predicted gene 7135",-0.0540691173501968,1.46463049023009,-0.466109278849226,0.647324050397138,0.904794953463048,-5.79052496456053
"162","17216201","Gin1","252876","gypsy retrotransposon integrase 1",-0.0421602977419151,3.52880328550578,-0.303825540764564,0.765116484556458,0.946046091837623,-5.85130965986455
"163","17216280","Cdh20","23836","cadherin 20",0.0979220512125794,1.79808578723882,1.01078153920958,0.32693531587894,0.734133987043001,-5.41069685194613
"164","17216353","Zcchc2","227449","zinc finger, CCHC domain containing 2",-0.0151964183004192,3.95934493134674,-0.111182924099768,0.91283295358394,0.983897378610708,-5.89046550056947
"165","17216373","Phlpp1","98432","PH domain and leucine rich repeat protein phosphatase 1",0.0099059248385247,4.46766364782672,0.061872329014566,0.95141911318889,0.991698919840888,-5.89465709282149
"166","17216425","Serpinb13","241196","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13",-0.0480158716301389,1.46071295347219,-0.475345429160767,0.640867201998066,0.900064452869686,-5.78631327905991
