"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016229","steroid dehydrogenase activity","5/410","45/22710",0.00126275461393585,0.0251367090336604,0.0215582119944969,"114664/18194/216454/83702/27400",5
"GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","5/410","45/22710",0.00126275461393585,0.0251367090336604,0.0215582119944969,"666168/277753/13121/83702/66234",5
"GO:0016874","ligase activity","9/410","146/22710",0.00137245958767953,0.0254933572693387,0.0218640872887495,"107476/100705/27053/100039707/17246/14081/14854/56459/272428",9
"GO:0016879","ligase activity, forming carbon-nitrogen bonds","5/410","46/22710",0.00139604458436802,0.0254933572693387,0.0218640872887495,"107476/100705/27053/100039707/14854",5
"GO:0004303","estradiol 17-beta-dehydrogenase activity","3/410","13/22710",0.00146014439714271,0.0254933572693387,0.0218640872887495,"114664/83702/27400",3
"GO:0016832","aldehyde-lyase activity","3/410","13/22710",0.00146014439714271,0.0254933572693387,0.0218640872887495,"230163/11676/71776",3
"GO:0071813","lipoprotein particle binding","4/410","28/22710",0.00152079682297468,0.0254933572693387,0.0218640872887495,"54135/16835/68453/20219",4
"GO:0071814","protein-lipid complex binding","4/410","28/22710",0.00152079682297468,0.0254933572693387,0.0218640872887495,"54135/16835/68453/20219",4
"GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","5/410","48/22710",0.00169333240533292,0.0276577626204376,0.0237203648682263,"17252/53415/68263/83702/28200",5
"GO:0008028","monocarboxylic acid transmembrane transporter activity","5/410","51/22710",0.00222285016712447,0.0351359219813561,0.0301339230080539,"76574/26365/76257/20493/20494",5
"GO:0001846","opsonin binding","3/410","15/22710",0.00226149576332119,0.0351359219813561,0.0301339230080539,"16409/20219/16414",3
"GO:0016831","carboxy-lyase activity","4/410","33/22710",0.00283127913266884,0.0429410668454774,0.0368279165377225,"13195/22247/246277/52665",4
"GO:0070330","aromatase activity","4/410","34/22710",0.00316367650538439,0.0468665566030199,0.0401945680855446,"13077/277753/13120/13097",4
"GO:0030169","low-density lipoprotein particle binding","3/410","17/22710",0.00329055630358359,0.047638281031426,0.0408564287454517,"54135/16835/20219",3
"GO:0030246","carbohydrate binding","12/410","270/22710",0.00387390782157237,0.0540938445880753,0.0463929692492953,"217664/110208/230163/74185/12484/18606/231103/20219/96875/18489/17159/11889",12
"GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","4/410","36/22710",0.00390630588862082,0.0540938445880753,0.0463929692492953,"66416/225887/83702/28200",4
"GO:0008514","organic anion transmembrane transporter activity","10/410","206/22710",0.00439184879033975,0.0585128582956747,0.0501828859876976,"76574/319848/20522/26365/76257/20526/20493/216441/18400/20494",10
"GO:0008509","anion transmembrane transporter activity","13/410","310/22710",0.00440913217926591,0.0585128582956747,0.0501828859876976,"11732/14385/76574/319848/20522/26365/76257/20526/20493/216441/67549/18400/20494",13
"GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","5/410","62/22710",0.00521221096685463,0.0665934680444156,0.0571131288359113,"13077/277753/244209/13120/13097",5
"GO:0015125","bile acid transmembrane transporter activity","3/410","20/22710",0.00529992568175995,0.0665934680444156,0.0571131288359113,"26365/20493/20494",3
"GO:0019838","growth factor binding","8/410","147/22710",0.00533165913699403,0.0665934680444156,0.0571131288359113,"19252/55985/18553/14186/16006/16880/434215/18489",8
"GO:0005342","organic acid transmembrane transporter activity","8/410","148/22710",0.00555012118415614,0.0667061734774993,0.0572097893659789,"76574/319848/20522/26365/76257/20493/216441/20494",8
"GO:0046943","carboxylic acid transmembrane transporter activity","8/410","148/22710",0.00555012118415614,0.0667061734774993,0.0572097893659789,"76574/319848/20522/26365/76257/20493/216441/20494",8
"GO:0052689","carboxylic ester hydrolase activity","8/410","156/22710",0.00755228374615791,0.0890889767833813,0.0764061455020654,"102022/104158/27226/382053/53357/18606/234671/26897",8
"GO:0020037","heme binding","8/410","157/22710",0.00783635607952277,0.0899887834044735,0.0771778543946488,"102294/13077/277753/13121/244209/13120/56050/13097",8
"GO:0016725","oxidoreductase activity, acting on CH or CH2 groups","3/410","23/22710",0.00791110183775591,0.0899887834044735,0.0771778543946488,"13077/20135/13097",3
